"Includes Amazon Marketplace, Fulfillment by Amazon (FBA), and Amazon Webstore transactions"
"All amounts in local currency, unless specified"
"Definitions:"
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes shipping chargebacks, shipping holdbacks, per-item fees  and sales tax collection fees."
"Other: Includes non-order transaction amounts. For more details, see the ""Type"" and ""Description"" columns for each order ID."
"date/time","settlement id","type","order id","sku","description","quantity","marketplace","fulfillment","order city","order state","order postal","product sales","shipping credits","promotional rebates","selling fees","fba fees","other transaction fees","other","total"
"9 Mar 2025 5:14:35 PM UTC","24402217052","Order","403-9417724-5977126","Y1-W3R5-BXO4","GEEEKART 300g UV Resin, Upgraded UV Resin Kit with Fast Curing Crystal Clear High Gloss Odourless Transparent Solar Cure Sunlight Activated Resin for","1","amazon.ae","Amazon","أبوظبي","","","41.39","1.67","-1.67","-4.14","-11.11","0","1.66","27.80"
"9 Mar 2025 7:35:49 PM UTC","24402217052","Order","406-3314154-0510744","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","2","amazon.ae","Amazon","Abu Dhabi","","","119.98","10.00","-10.00","-12.00","-21.00","0","0","86.98"
"9 Mar 2025 9:12:45 PM UTC","24402217052","Order","404-7956415-8483523","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Dubai","","","59.99","0","0","-6.00","-10.50","0","0","43.49"
"9 Mar 2025 9:46:15 PM UTC","24402217052","Order","407-0350221-8839547","Y1-W3R5-BXO4","GEEEKART 300g UV Resin, Upgraded UV Resin Kit with Fast Curing Crystal Clear High Gloss Odourless Transparent Solar Cure Sunlight Activated Resin for","1","amazon.ae","Amazon","Dubai","","","41.39","1.00","-1.00","-4.14","-9.45","0","0","27.80"
"9 Mar 2025 10:32:32 PM UTC","24402217052","Order","407-9313121-2772309","Y1-W3R5-BXO4","GEEEKART 300g UV Resin, Upgraded UV Resin Kit with Fast Curing Crystal Clear High Gloss Odourless Transparent Solar Cure Sunlight Activated Resin for","1","amazon.ae","Amazon","Abu Dhabi","","","41.39","4.67","0","-4.14","-14.12","0","0","27.80"
"9 Mar 2025 10:32:49 PM UTC","24402217052","Order","406-4702588-5773105","Y1-W3R5-BXO4","GEEEKART 300g UV Resin, Upgraded UV Resin Kit with Fast Curing Crystal Clear High Gloss Odourless Transparent Solar Cure Sunlight Activated Resin for","1","amazon.ae","Amazon","Abu Dhabi","","","41.39","7.00","0","-4.14","-21.45","0","5.00","27.80"
"9 Mar 2025 11:08:32 PM UTC","24402217052","Refund","404-7956415-8483523","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Dubai","","","-59.99","0","0","6.00","0","0","0","-53.99"
"9 Mar 2025 11:30:19 PM UTC","24402217052","Order","403-6265550-7569906","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Dubai","","","59.99","1.00","-1.00","-6.00","-10.50","0","0","43.49"
"9 Mar 2025 11:31:07 PM UTC","24402217052","Order","407-4378170-3652310","H1-TUMM-Y2MI","GEEEKART Electric Nail Clipper 2-in-1 with 3 Speeds Nail Clipper Electric With LED Light Type-C Charging Ultra Lightweight Low Noise Easy Elderly Chil","3","amazon.ae","Amazon","Sharjah","","","225.15","0","0","-18.00","-28.35","0","0","178.80"
"9 Mar 2025 11:31:47 PM UTC","24402217052","Order","407-1441805-2245164","0V-8J8R-75X7","GEEEKART 500g UV Resin, Upgraded UV Resin Kit with Fast Curing Crystal Clear High Gloss Odourless,Transparent Solar Cure Sunlight Activated Resinfor D","1","amazon.ae","Amazon","Abu Dhabi","","","68.39","0","0","-6.84","-10.50","0","0","51.05"
"10 Mar 2025 5:07:34 AM UTC","24414892512","Order","404-5440546-5346763","Y1-W3R5-BXO4","GEEEKART 300g UV Resin, Upgraded UV Resin Kit with Fast Curing Crystal Clear High Gloss Odourless Transparent Solar Cure Sunlight Activated Resin for","2","amazon.ae","Amazon","Abu Dhabi","","","82.78","2.00","-2.00","-8.28","-18.90","0","0","55.60"
"10 Mar 2025 6:52:00 AM UTC","24414892512","Order","408-6813603-8757920","21-I1N0-CUS8","GEEEKART Epoxy Resin Beginner's Kit, 36oz/1064ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorat","3","amazon.ae","Amazon","Dubai","","","272.97","0.45","-0.45","-36.40","-33.08","0","0","203.49"
"10 Mar 2025 6:52:00 AM UTC","24414892512","Order","408-6813603-8757920","21-I1N0-CUS8","GEEEKART Epoxy Resin Beginner's Kit, 36oz/1064ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorat","1","amazon.ae","Amazon","Dubai","","","90.99","0.15","-0.15","0","-11.03","0","0","79.96"
"10 Mar 2025 6:56:07 AM UTC","24414892512","Order","408-6813603-8757920","21-I1N0-CUS8","GEEEKART Epoxy Resin Beginner's Kit, 36oz/1064ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorat","10","amazon.ae","Amazon","Dubai","","","909.90","1.50","-1.50","-91.00","-110.25","0","0","708.65"
"10 Mar 2025 7:10:57 AM UTC","24414892512","Order","408-6813603-8757920","21-I1N0-CUS8","GEEEKART Epoxy Resin Beginner's Kit, 36oz/1064ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorat","6","amazon.ae","Amazon","Dubai","","","545.94","0.90","-0.90","-54.60","-66.15","0","0","425.19"
"10 Mar 2025 7:22:16 AM UTC","24414892512","Order","407-2825704-1308326","21-I1N0-CUS8","GEEEKART Epoxy Resin Beginner's Kit, 36oz/1064ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorat","2","amazon.ae","Amazon","Dubai","","","181.98","0.85","-0.85","-18.20","-22.05","0","0","141.73"
"10 Mar 2025 7:23:15 AM UTC","24414892512","Refund","407-2825704-1308326","21-I1N0-CUS8","GEEEKART Epoxy Resin Beginner's Kit, 36oz/1064ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorat","2","amazon.ae","Amazon","Dubai","","","-181.98","-0.85","0.85","14.56","0","0","0","-167.42"
"10 Mar 2025 9:54:13 PM UTC","24414892512","Order","404-1389301-8041906","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","4","amazon.ae","Amazon","Dubai","","","239.96","0","0","-24.00","-42.00","0","0","173.96"
"10 Mar 2025 10:06:11 PM UTC","24414892512","Transfer","","","To account ending with: 721","","","","","","","0","0","0","0","0","0","-1,759.26","-1,759.26"
"10 Mar 2025 10:11:57 PM UTC","24414892512","Order","171-1454803-3127553","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Abu Dhabi","","","59.99","0","0","-6.00","-10.50","0","0","43.49"
"10 Mar 2025 10:19:07 PM UTC","24414892512","Order","171-2448289-0160346","21-I1N0-CUS8","GEEEKART Epoxy Resin Beginner's Kit, 36oz/1064ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorat","1","amazon.ae","Amazon","Dubai","","","90.99","0","0","-9.10","-11.03","0","0","70.86"
"10 Mar 2025 11:24:05 PM UTC","24414892512","Order","403-0183671-0018754","21-I1N0-CUS8","GEEEKART Epoxy Resin Beginner's Kit, 36oz/1064ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorat","1","amazon.ae","Amazon","Dubai","","","90.99","0","0","-9.10","-11.03","0","0","70.86"
"10 Mar 2025 11:42:06 PM UTC","24414892512","Order","404-2623322-8237123","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Dubai","","","59.99","1.50","0","-6.00","-12.00","0","0","43.49"
"11 Mar 2025 6:27:41 AM UTC","24414892512","Order","405-5225543-6031545","Y1-W3R5-BXO4","GEEEKART 300g UV Resin, Upgraded UV Resin Kit with Fast Curing Crystal Clear High Gloss Odourless Transparent Solar Cure Sunlight Activated Resin for","1","amazon.ae","Amazon","Abu Dhabi","","","45.99","1.00","-1.00","-4.60","-9.45","0","0","31.94"
"11 Mar 2025 10:38:15 AM UTC","24414892512","Order","408-9458596-4908368","Y1-W3R5-BXO4","GEEEKART 300g UV Resin, Upgraded UV Resin Kit with Fast Curing Crystal Clear High Gloss Odourless Transparent Solar Cure Sunlight Activated Resin for","1","amazon.ae","Amazon","Abu Dhabi","","","41.39","1.67","-1.67","-4.14","-9.45","0","0","27.80"
"11 Mar 2025 8:54:04 PM UTC","24414892512","Order","403-6310998-2422707","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Abu Dhabi","","","59.99","0","0","-6.00","-10.50","0","0","43.49"
"11 Mar 2025 8:56:20 PM UTC","24414892512","Order","404-9462940-2811528","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","4","amazon.ae","Amazon","Dubai","","","239.96","0","0","-24.00","-42.00","0","0","173.96"
"11 Mar 2025 9:05:04 PM UTC","24414892512","Order","171-2031782-0146747","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Dubai","","","59.99","0","0","-6.00","-10.50","0","0","43.49"
"11 Mar 2025 9:42:46 PM UTC","24414892512","Order","408-0880103-5236348","21-I1N0-CUS8","GEEEKART Epoxy Resin Beginner's Kit, 36oz/1064ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorat","1","amazon.ae","Amazon","Dubai","","","90.99","0.30","-0.30","-91.00","-11.03","0","0","-11.04"
"11 Mar 2025 9:42:46 PM UTC","24414892512","Order","408-0880103-5236348","21-I1N0-CUS8","GEEEKART Epoxy Resin Beginner's Kit, 36oz/1064ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorat","9","amazon.ae","Amazon","Dubai","","","818.91","2.70","-2.70","0","-99.23","0","0","719.68"
"11 Mar 2025 9:52:07 PM UTC","24414892512","Order","404-2088545-3073944","Y1-W3R5-BXO4","GEEEKART 300g UV Resin, Upgraded UV Resin Kit with Fast Curing Crystal Clear High Gloss Odourless Transparent Solar Cure Sunlight Activated Resin for","1","amazon.ae","Amazon","Fujairah","","","45.99","0","0","-4.60","-9.45","0","0","31.94"
"11 Mar 2025 10:04:33 PM UTC","24414892512","Order","404-1569205-7905131","Y1-W3R5-BXO4","GEEEKART 300g UV Resin, Upgraded UV Resin Kit with Fast Curing Crystal Clear High Gloss Odourless Transparent Solar Cure Sunlight Activated Resin for","1","amazon.ae","Amazon","Dubai","","","41.39","1.67","-1.67","-4.14","-9.45","0","0","27.80"
"11 Mar 2025 10:20:31 PM UTC","24414892512","Order","407-6586096-8125149","21-I1N0-CUS8","GEEEKART Epoxy Resin Beginner's Kit, 36oz/1064ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorat","1","amazon.ae","Amazon","Dubai","","","90.99","5.00","-5.00","-9.10","-11.03","0","0","70.86"
"11 Mar 2025 10:33:09 PM UTC","24414892512","Order","406-3605706-7827532","21-I1N0-CUS8","GEEEKART Epoxy Resin Beginner's Kit, 36oz/1064ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorat","1","amazon.ae","Amazon","Dubai","","","90.99","3.33","-3.33","-9.10","-11.03","0","0","70.86"
"11 Mar 2025 10:57:17 PM UTC","24414892512","Order","407-7801822-4285135","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Sharjah","","","59.99","0","0","-6.00","-10.50","0","0","43.49"
"11 Mar 2025 11:34:16 PM UTC","24414892512","Order","404-9065093-3232344","Y1-W3R5-BXO4","GEEEKART 300g UV Resin, Upgraded UV Resin Kit with Fast Curing Crystal Clear High Gloss Odourless Transparent Solar Cure Sunlight Activated Resin for","1","amazon.ae","Amazon","Dubai","","","45.99","1.00","-1.00","-4.60","-9.45","0","0","31.94"
"12 Mar 2025 4:25:34 AM UTC","24430784852","Order","405-9841987-5329127","21-I1N0-CUS8","GEEEKART Epoxy Resin Beginner's Kit, 36oz/1064ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorat","1","amazon.ae","Amazon","Dubai","","","90.99","1.00","-1.00","-9.10","-11.03","0","0","70.86"
"12 Mar 2025 5:25:41 AM UTC","24430784852","Order","171-7289333-2863531","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Dubai","","","59.99","0.60","-0.60","-6.00","-10.50","0","0","43.49"
"12 Mar 2025 4:10:50 PM UTC","24430784852","Order","403-9733849-0995506","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Dubai","","","59.99","0","0","-6.00","-10.50","0","0","43.49"
"12 Mar 2025 7:42:31 PM UTC","24430784852","Order","404-4865724-9773161","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Dubai","","","59.99","0","0","-6.00","-10.50","0","0","43.49"
"12 Mar 2025 9:52:43 PM UTC","24430784852","Transfer","","","To account ending with: 721","","","","","","","0","0","0","0","0","0","-3,156.07","-3,156.07"
"12 Mar 2025 10:02:24 PM UTC","24430784852","Order","404-8849410-8585945","21-I1N0-CUS8","GEEEKART Epoxy Resin Beginner's Kit, 36oz/1064ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorat","2","amazon.ae","Amazon","Dubai","","","181.98","0.75","-0.75","-27.30","-22.05","0","0","132.63"
"12 Mar 2025 10:02:24 PM UTC","24430784852","Order","404-8849410-8585945","21-I1N0-CUS8","GEEEKART Epoxy Resin Beginner's Kit, 36oz/1064ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorat","1","amazon.ae","Amazon","Dubai","","","90.99","0.37","-0.37","0","-11.03","0","0","79.96"
"12 Mar 2025 11:10:02 PM UTC","24430784852","Order","408-7964178-0691548","Y1-W3R5-BXO4","GEEEKART 300g UV Resin, Upgraded UV Resin Kit with Fast Curing Crystal Clear High Gloss Odourless Transparent Solar Cure Sunlight Activated Resin for","1","amazon.ae","Amazon","Dubai","","","45.99","1.25","-1.25","-4.60","-9.45","0","0","31.94"
"12 Mar 2025 11:10:48 PM UTC","24430784852","Order","405-9794955-3745127","Y1-W3R5-BXO4","GEEEKART 300g UV Resin, Upgraded UV Resin Kit with Fast Curing Crystal Clear High Gloss Odourless Transparent Solar Cure Sunlight Activated Resin for","1","amazon.ae","Amazon","الفجيرة","","","45.99","2.50","-2.50","-4.60","-9.45","0","0","31.94"
"12 Mar 2025 11:25:23 PM UTC","24430784852","Order","402-6689275-7546742","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Abu Dhabi","","","59.99","3.34","-3.34","-6.00","-13.83","0","3.33","43.49"
"13 Mar 2025 12:03:20 AM UTC","24430784852","Order","406-4495180-3505111","Y1-W3R5-BXO4","GEEEKART 300g UV Resin, Upgraded UV Resin Kit with Fast Curing Crystal Clear High Gloss Odourless Transparent Solar Cure Sunlight Activated Resin for","1","amazon.ae","Amazon","Dubai","","","45.99","0.75","-0.75","-4.60","-9.45","0","0","31.94"
"13 Mar 2025 7:43:17 AM UTC","24430784852","Order","171-7273704-7855532","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Sharjah","","","59.99","5.00","-5.00","-6.00","-10.50","0","0","43.49"
"13 Mar 2025 8:08:41 AM UTC","24430784852","Refund","171-7273704-7855532","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Sharjah","","","-59.99","-5.00","5.00","4.80","0","0","0","-55.19"
"13 Mar 2025 4:18:57 PM UTC","24430784852","Service Fee","","","Subscription","","Amazon.ae","","","","","0","0","0","0","0","0","0","0"
"13 Mar 2025 6:01:56 PM UTC","24430784852","Order","408-2370944-0542731","79-ZZXJ-ES5J","Epoxy Resin 1 Gallon, 0.5 Gallon Resin and 0.5 Gallon Hardener Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jeweller","2","amazon.ae","Amazon","Dubai","","","590.00","0","0","-59.00","-29.40","0","0","501.60"
"13 Mar 2025 7:08:38 PM UTC","24430784852","Order","407-9735316-8024337","Y1-W3R5-BXO4","GEEEKART 300g UV Resin, Upgraded UV Resin Kit with Fast Curing Crystal Clear High Gloss Odourless Transparent Solar Cure Sunlight Activated Resin for","1","amazon.ae","Amazon","Dubai","","","45.99","0.19","-0.19","-4.60","-9.45","0","0","31.94"
"13 Mar 2025 9:13:17 PM UTC","24430784852","Order","402-4137012-4275520","Y1-W3R5-BXO4","GEEEKART 300g UV Resin, Upgraded UV Resin Kit with Fast Curing Crystal Clear High Gloss Odourless Transparent Solar Cure Sunlight Activated Resin for","1","amazon.ae","Amazon","Ras Al Khaimah","","","45.99","0","0","-4.60","-9.45","0","0","31.94"
"13 Mar 2025 9:21:21 PM UTC","24430784852","Order","404-4459327-1229958","21-I1N0-CUS8","GEEEKART Epoxy Resin Beginner's Kit, 36oz/1064ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorat","2","amazon.ae","Amazon","Dubai","","","181.98","3.00","-3.00","-18.20","-22.05","0","0","141.73"
"13 Mar 2025 9:38:38 PM UTC","24430784852","Order","404-1844332-2099509","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Dubai","","","59.99","5.00","-5.00","-6.00","-10.50","0","0","43.49"
"13 Mar 2025 10:23:52 PM UTC","24430784852","Order","404-4142096-7595562","21-I1N0-CUS8","GEEEKART Epoxy Resin Beginner's Kit, 36oz/1064ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorat","2","amazon.ae","Amazon","Dubai","","","181.98","2.00","-2.00","-18.20","-22.05","0","0","141.73"
