"Includes Amazon Marketplace, Fulfillment by Amazon (FBA), and Amazon Webstore transactions"
"All amounts in USD, unless specified"
"Definitions:"
"Sales tax collected: Includes sales tax collected from buyers for product sales, shipping, and gift wrap."
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes shipping chargebacks, shipping holdbacks, per-item fees  and sales tax collection fees."
"Other: Includes non-order transaction amounts. For more details, see the ""Type"" and ""Description"" columns for each order ID."
"date/time","settlement id","type","order id","sku","description","quantity","marketplace","fulfillment","order city","order state","order postal","tax collection model","product sales","product sales tax","shipping credits","shipping credits tax","gift wrap credits","giftwrap credits tax","Regulatory Fee","Tax On Regulatory Fee","promotional rebates","promotional rebates tax","marketplace withheld tax","selling fees","fba fees","other transaction fees","other","total"
"Mar 8, 2025 10:09:02 PM PST","23163907481","Order","112-3820297-6162638","EPR-US-AB-10","Crystal Clear Epoxy Resin - 64oz Epoxy Resin Kit, Not Yellowing High Gloss Bubbles Free Easy Mix 1:1 Ratio for Coating and Casting, Jewelry, Craft DIY","1","amazon.com","Amazon","LEXINGTON","SC","29072","MarketplaceFacilitator","19.69","1.38","0","0","0","0","0","0","0","0","-1.38","-2.95","-7.48","0","0","9.26"
"Mar 8, 2025 10:17:16 PM PST","23163907481","Order","113-5660852-6506669","EPR-US-AB-10","Crystal Clear Epoxy Resin - 64oz Epoxy Resin Kit, Not Yellowing High Gloss Bubbles Free Easy Mix 1:1 Ratio for Coating and Casting, Jewelry, Craft DIY","1","amazon.com","Amazon","ATLANTA","GEORGIA","30305","MarketplaceFacilitator","19.69","1.75","0","0","0","0","0","0","0","0","-1.75","-2.95","-7.48","0","0","9.26"
"Mar 8, 2025 11:02:38 PM PST","23163907481","Order","111-2913739-4365810","EPR-US-2 gal","Epoxy Resin 2 Gallon Kit, Crystal Clear Epoxy Resin High Gloss, Easy Mix 1:1 Bubbles Free Art Resin for Coating and Casting, Countertop, Table Top, Ri","1","amazon.com","Amazon","MIAMI","FLORIDA","33196","MarketplaceFacilitator","99.99","6.65","0","0","0","0","0","0","-5.00","0","-6.65","-14.25","-12.20","0","0","68.54"
"Mar 8, 2025 11:05:49 PM PST","23163907481","Order","111-2989972-5013031","GG-4TFN-ZDD4","UV Resin 2000g, Crystal Clear Hard Ultraviolet Epoxy Resin Glue, Low Odor Transparent Solar Cure Sunlight Activated Resin for Jewelry Making, DIY Craf","1","amazon.com","Amazon","FOREST HILLS","NY","11375","MarketplaceFacilitator","48.03","4.26","0","0","0","0","0","0","0","0","-4.26","-5.76","-7.64","0","0","34.63"
"Mar 8, 2025 11:14:13 PM PST","23163907481","Order","113-8512958-1445050","GG-4TFN-ZDD4","UV Resin 2000g, Crystal Clear Hard Ultraviolet Epoxy Resin Glue, Low Odor Transparent Solar Cure Sunlight Activated Resin for Jewelry Making, DIY Craf","1","amazon.com","Amazon","DONNELLY","ID","83615","MarketplaceFacilitator","48.03","2.88","0","0","0","0","0","0","0","0","-2.88","-5.76","-7.64","0","0","34.63"
"Mar 8, 2025 11:20:09 PM PST","23163907481","Order","114-2385655-1974639","EPR-US-2 gal","Epoxy Resin 2 Gallon Kit, Crystal Clear Epoxy Resin High Gloss, Easy Mix 1:1 Bubbles Free Art Resin for Coating and Casting, Countertop, Table Top, Ri","1","amazon.com","Amazon","SAN DIEGO","CA","92130","MarketplaceFacilitator","84.99","6.26","0","0","0","0","0","0","-4.25","0","-6.26","-12.11","-12.20","0","0","56.43"
"Mar 8, 2025 11:20:09 PM PST","23163907481","Order","114-2385655-1974639","EPR-US-AB-10","Crystal Clear Epoxy Resin - 64oz Epoxy Resin Kit, Not Yellowing High Gloss Bubbles Free Easy Mix 1:1 Ratio for Coating and Casting, Jewelry, Craft DIY","1","amazon.com","Amazon","SAN DIEGO","CA","92130","MarketplaceFacilitator","19.69","1.53","0","0","0","0","0","0","0","0","-1.53","-2.95","-7.48","0","0","9.26"
"Mar 8, 2025 11:40:16 PM PST","23163907481","Order","111-9480555-5325005","GG-4TFN-ZDD4","UV Resin 2000g, Crystal Clear Hard Ultraviolet Epoxy Resin Glue, Low Odor Transparent Solar Cure Sunlight Activated Resin for Jewelry Making, DIY Craf","1","amazon.com","Amazon","TORRINGTON","CT","06790","MarketplaceFacilitator","48.03","3.05","0","0","0","0","0","0","0","0","-3.05","-5.76","-7.64","0","0","34.63"
"Mar 9, 2025 1:26:15 AM PST","23163907481","Order","112-9391503-7064230","GG-4TFN-ZDD4","UV Resin 2000g, Crystal Clear Hard Ultraviolet Epoxy Resin Glue, Low Odor Transparent Solar Cure Sunlight Activated Resin for Jewelry Making, DIY Craf","1","amazon.com","Amazon","Paw Paw","Michigan","49079","MarketplaceFacilitator","48.03","2.88","0","0","0","0","0","0","0","0","-2.88","-5.76","-7.64","0","0","34.63"
"Mar 9, 2025 1:26:34 AM PST","23163907481","Order","113-5481837-4887427","GG-4TFN-ZDD4","UV Resin 2000g, Crystal Clear Hard Ultraviolet Epoxy Resin Glue, Low Odor Transparent Solar Cure Sunlight Activated Resin for Jewelry Making, DIY Craf","1","amazon.com","Amazon","BRIDGEVILLE","DE","19933","","48.03","0","0","0","0","0","0","0","0","0","0","-5.76","-7.64","0","0","34.63"
