"Includes Amazon Marketplace, Fulfillment by Amazon (FBA), and Amazon Webstore transactions"
"All amounts in USD, unless specified"
"Definitions:"
"Sales tax collected: Includes sales tax collected from buyers for product sales, shipping, and gift wrap."
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes shipping chargebacks, shipping holdbacks, per-item fees  and sales tax collection fees."
"Other: Includes non-order transaction amounts. For more details, see the ""Type"" and ""Description"" columns for each order ID."
"date/time","settlement id","type","order id","sku","description","quantity","marketplace","fulfillment","order city","order state","order postal","tax collection model","product sales","product sales tax","shipping credits","shipping credits tax","gift wrap credits","giftwrap credits tax","Regulatory Fee","Tax On Regulatory Fee","promotional rebates","promotional rebates tax","marketplace withheld tax","selling fees","fba fees","other transaction fees","other","total"
"Mar 3, 2025 5:34:47 AM PST","23108221791","Order","114-6143900-7546614","BUTI-32oz-4H","BUTIRESIN Epoxy Resin 32oz, 4 Hours Demold, 8-10 Hours Fast Curing Epoxy Resin Kit, Food Safe & Low Odor, Bubble Free, High Hardness for Casting, Coat","1","amazon.com","Amazon","SCAPPOOSE","OREGON","97056","","23.99","0","0","0","0","0","0","0","0","0","0","-3.60","-6.05","0","0","14.34"
"Mar 3, 2025 5:38:27 AM PST","23108221791","Order","111-0304640-8203447","6Y-GCDK-ILVH","ButiResin 2000g UV Resin, UV Resin Clear - Fast Curing, Crystal Clear, Odourless, Low Viscosity & Hard Type, UV Resin Kit for DIY Jewelry Making, Cast","1","amazon.com","Amazon","DALLAS","TX","75209","MarketplaceFacilitator","51.84","3.78","0.50","0","0","0","0","0","-6.50","0","-3.78","-6.88","-7.64","0","0","31.32"
"Mar 3, 2025 7:35:33 AM PST","23108221791","Order","113-7332438-0608259","6Y-GCDK-ILVH","ButiResin 2000g UV Resin, UV Resin Clear - Fast Curing, Crystal Clear, Odourless, Low Viscosity & Hard Type, UV Resin Kit for DIY Jewelry Making, Cast","1","amazon.com","Amazon","KNOX","IN","46534","MarketplaceFacilitator","51.84","3.21","0","0","0","0","0","0","-6.00","0","-3.21","-6.88","-7.64","0","0","31.32"
"Mar 3, 2025 9:17:51 AM PST","23108221791","Order","111-1512184-6186626","W8-H0ES-W2EZ","ButiResin 1500g UV Resin, UV Resin Clear - Fast Curing, Crystal Clear, Odourless, Low Viscosity & Hard Type, UV Resin Kit for DIY Jewelry Making, Cast","1","amazon.com","Amazon","FOLSOM","CA","95630","MarketplaceFacilitator","44.09","3.42","0.37","0","0","0","0","0","-0.37","0","-3.42","-6.61","-7.24","0","0","30.24"
"Mar 3, 2025 11:38:07 AM PST","23108221791","Service Fee","13709018-5263-4629-a472-b355ac691350","","Coupon Redemption Fee: Save $4 on UV RESIN 1000g","2","Amazon.com","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","-1.20","0","-1.20"
"Mar 3, 2025 1:03:05 PM PST","23108221791","Order","S01-4401611-2095633","SG-CUA3-EYLP","ButiResin Silicone Mold Making Kit-32oz Liquid Silicone Rubber for Mold Making,1:1 Mixing Ratio Fast Curing Molding Silicone for Casting, DIY Resin Molds, Candle Molds, Soap Mold, Craft","1","sim1.stores.amazon.com","Amazon","MADERA","CA","93638","","0","0","0","0","0","0","0","0","0","0","0","0","-11.34","0","0","-11.34"
"Mar 3, 2025 2:53:20 PM PST","23108221791","Order","112-3386727-3144222","KK-QXT9-AA51","ButiResin 1000g UV Resin, UV Resin Clear - Fast Curing, Crystal Clear, Odourless, Low Viscosity & Hard Type, UV Resin Kit for DIY Jewelry Making, Cast","1","amazon.com","Amazon","CLEARWATER","FL","33764","MarketplaceFacilitator","33.99","2.10","0","0","0","0","0","0","-4.00","0","-2.10","-4.50","-6.21","0","0","19.28"
"Mar 3, 2025 3:21:32 PM PST","23108221791","Service Fee","dbc6d830-2e6b-483c-baec-1b6b8db6771c","","Coupon Redemption Fee: Save $5 on UV RESIN 1500g","1","Amazon.com","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.60","0","-0.60"
"Mar 3, 2025 3:31:41 PM PST","23108221791","Service Fee","df931745-3b02-489d-ae4f-e8c9ad53e970","","Coupon Redemption Fee: Save $6 on UV RESIN 2000g","1","Amazon.com","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.60","0","-0.60"
"Mar 3, 2025 3:37:07 PM PST","23108221791","Order","S01-0116640-5698011","SG-CUA3-EYLP","ButiResin Silicone Mold Making Kit-32oz Liquid Silicone Rubber for Mold Making,1:1 Mixing Ratio Fast Curing Molding Silicone for Casting, DIY Resin Molds, Candle Molds, Soap Mold, Craft","1","sim1.stores.amazon.com","Amazon","SAN LEANDRO","CA","94579","","0","0","0","0","0","0","0","0","0","0","0","0","-11.34","0","0","-11.34"
